yorum,label
"4 gece Roma'ya gittim. Bir idmobile sözleşmesinde olduğum için 50 yere ücretsiz Idmobile veri ödeneği dahil edildi. Ama….Her zaman bol miktarda depolama ve mobil veriye sahip olmama rağmen, WiFi adresi ve şifre olmadan internete erişemedim. Ayrıca, hiçbir zaman kısa mesaj gönderemedim.Roma'da mevcuttur.",1
Bir sorgunuz varsa bunu tartışmak için kimseyle konuşamazsınız. Fiyatlandırma iyi.,1
"Satıcı, sorgumla uğraşırken önceki deneyimim kadar iyi değil",1
"Çok iyi iletişim ve rekabetçi, ancak birçok alandaki sinyal zayıf.",1
Nottingham'dayken biraz sinyalim yok,1
"Mevcut sözleşmem bu ayın sonunda sona eriyor ve tek yapmak istediğim sadece mevcut telefonumu kullanarak SIM sözleşmesine geçmekti.Biriyle konuşabilseydim yaklaşık 5 dakika sürerse, sohbet hattı tesisini kullanarak bunu yapmam 2 saatten fazla sürdü.Çok sinir bozucu !!",1
"Büyük bir kapsama alanı elde edememek, genellikle bir veya iki çubuk ve metin vb.",1
Sözleşmeye bağlı olmasaydım bu yıl maliyet büyük ölçüde arttı,1
Wingate'in dibinde yaşadığım ve birkaç yer de sinyal alamıyorum,1
"Sinyal düşmeye devam ediyor.Bir çağrı, özellikle evdeyken, Londra'nın merkezinde kesilecek.Dediğim insanlar, su altında konuşuyormuşum gibi geldiğimden şikayet ediyorlar.",1
"Kimlik mobil (genellikle) telefon görüşmeleri yapmak veya birine mesaj atmak istiyorsanız, ancak interneti kullanmak istiyorsanız çok vurulur ve özlüyor.Bunu çoğunlukla özledim olarak okuyun.",1
"Fiyatlar iyi ama maalesef sinyal, çağrı yaparken ve alırken çok çok can sıkıcı olarak düşmeye devam ediyor. Sadece kimliğe taşındığım 3 taşıyıcı kullanıyorlar, ancak 3 ile bu sorun yaşamadım.",1
İngiltere'de ziyaret ettiğim bazı alanların mobil verilerin bulunmadığı için hayal kırıklığına uğradım,1
"Sözleşmem için kaydolduktan sonra, boştaki veri kullanımının bilgilendirilmeden kısıtlandığını bulmaktan hayal kırıklığına uğradım.",1
"Neden Avrupa'nın kalbinde bir ülke olan İsviçre'de dolaşım alamıyorsunuz, ancak diğer ülkelerde, Avrupa dışında ve AB'de olmayan.Sadece o küçük bir ülke eklediyseniz bu 5 yıldızlı bir hizmet olurdu!",1
WiFi😠 kullanmadığında çok iyi çalışmıyor gibi görünüyor,1
"Farklı insanlara çağrılar yaptığımda birçok kez oldu ve çağrıdan kesiliyorum.Bu, önceki mobil sağlayıcılarla hiç olmadı.Ayrıca, son zamanlarda dolaşırken sorun yaşadım, ziyaret ettiğim ilk 2 veya 3 ülke için iyi çalışıyordu, sonra ücretsiz dolaşımda sunulan ülkelerden dolayı id mobile seçtiğim için çok hayal kırıklığı yaratan çalışmayı durdurdu.",1
Evde kötü bir sinyalimiz var ve aramalar aralıklı ve bazen tamamen kesiliyor - açıkçası kötü bir alandayız - ekipmanınızı veya yönetiminizi suçlamıyorum,1
"Ödeme tarihini ayın 1'e değiştirmesi istenen, bunun iyi olduğunu söyleyen bir e -posta vardı ve bunu sıralayacaksınız.DD alınmadı ve telefon kısıtlandı.Gelip gelmediğimi bilmiyorum.",1
3 hesabımı bir girişte alamamak çok sinir bozucu. Kendim ve 2 genç oğlum için hesaplarım var.Bu değiştirilmelidir. 2 logs vardı ama şimdi her ikisi de beni aynı hesaba götürüyor. Bir müşteri hizmetleri ile herhangi bir iletişim almak için uğraşmak korkunç.,1
"Neyin dahil edildiğini ve neyin dahil edildiğini net değil.O zamandan beri bazı şeylerin dahil olmadığını satın aldınız. Aylık sözleşmem 29,99 £.Bunun için 32 £ ve 36 £ 'dan faturalar aldım.Ağdan memnun değil ya bu zayıf.Mesaj gönderememek vb. Muhtemelen sözleşmeyi yenilemez.",1
Kafa karıştırıcı geniş bantımda ne olduğu hakkında hiçbir fikrim yok,1
Kapsam zaman zaman zayıf olabilir,1
"Evimde daha iyi bir mobil resepsiyon lütfen, çoğu zaman benim için sadece bir bar veya hiç bar.",1
ABD'de telefonumu kullanma yeteneği yok.😡,1
"Planım şimdi güncellenmiş olmasına rağmen memnunum.Yanlışlıkla kocamın kendi detaylarını kullanarak güncellemeye çalıştım ve kopyalamaya başladım.Ancak hatamı düzeltmeye çalışmak bir mayın tarlasıydı.Bot anlamadı ve müşteri desteği anlasa da hatayı düzeltemedim.Sonunda kocam planım iptal edildi.Orijinalini güncelledim.Ancak telefonda biriyle konuşabilseydim, bunun çok daha kolay ve hayal kırıklığı olmadan sıralanmış olabileceğinden eminim.",1
"Önceki sözleşmem, bölgemde iç ve dışarıda iyi bir kapsama sahip Vodafone ile oldu.3G'nin muhtemelen yeterli olmadığını fark edene kadar, ID Mobile'a geçtikten sonra kapsama alanı almakta büyük zorluk yaşadım.WiFi erişimime yakın olmadıkça hiç veri alamadım, bu yüzden telefonumdaki ayarını wifi aramaya değiştirdim ve o zamandan beri her şey iyileşmiş gibi görünüyor.Bu şeylerin nasıl çalıştığından habersizim, ancak yardım makalelerinden biri ne yapacağınızı çözmek için yararlı oldu.",1
Sinyal benim bölgemde her zaman iyi değil.Fiyat çok iyi ve verilerinizin önümüzdeki aya devredilmesi gibi.,1
Pro: PriceCon: Kapsam zaman zaman düzensiz.,1
"İnternet aracılığıyla sağlanan hizmet genellikle oldukça zayıftır, bağlantı yapılmaz veya okulu bırakır.",1
Sinyalim evde zayıf.Telefon zamanın% 95'i WiFi'de çalışıyor.,1
“Multimedya” metin mesajları için ekstra ücretten nefret edin.Aksi takdirde çok iyi hizmet.,1
Yeni SIM'im eklenmeden ve hayır söylenmeden önce telefonumu yedeklemem gerekip gerekmediğini sordum.Eve geldiğimde ve kişilerimi kaybettiğimi bulduğumda dehşetimi hayal edin. Ertesi gün geri döndükten sonra personel eski SIM'i kolayca yeniden yerleştirip verileri benim için aktardı.,1
Uzun zamandır müşteri oldu ama şimdi müşteri hizmetleri pratikte var değil,1
Yeni Müşteri - Cep telefonu sinyali Greater Manchester Güvenilmez Çoğu zaman sadece 2 veya 3 bar.Ses bozulur,1
Telefonda gerçek bir kişiyle e -posta gönderemeyerek veya konuşamayarak hayal kırıklığına uğrattı,1
Bir tatil karavanına sahip olduğumuz alanın kapsamı çok iyi ve zaman zaman mevcut olmadığını buldum.Sistem hakkında çok az homurdanmam var.,1
"Fiyatı seviyorum, Avrupa'da dolaşarak kullandı, hepsi iyi.Tek dezavantajı interneti WiFi'de değil, yavaş görünüyor, 'daire' çağlar boyunca yuvarlanmaya devam ediyor.",1
% 99 kapsama alanı demenize rağmen yaşadığım yerde yaşadığım sinyal korkunç,1
"Londra'nın merkezinde genellikle telefon ve internet için yeterli bir sinyal dizesi elde etmekte bir sorun var.Bu tam bir hizmet sağlar. Veriler için para için iyi bir değer, ancak işe yaramazsa değil!",1
Fiyat harika.,1
İhtiyacım olan yardımı aldım ama bir dükkandaki biriyle konuşmayı tercih ederim ama telefonu artık sizinle ilgilenmediğim yer.,1
3 ağı kullanmasına rağmen sinyal alamayacağım birkaç yer olduğunu düşünüyorum.Daha önce 3 yaşındaydım ve daha iyi kapsama sahipmiştim,1
"Ağ iyi çalışıyor ama uygulamaları çöp.Uygulamayı ayarlamaya çalıştı, e -posta adresi koymaya çalıştı, şifre ayarlayın ve her gönderdiğinizde e -posta onay kutusu doldurulmadan geri gelir.",1
"Londra'dayım, genellikle Bölge 1 ila 3, kimlik kapsamı denetleyicisi ""çok iyi hizmet"" diyor, sinyal sürekli düşük, yaklaşık 2 bar. Çağrılar parçalanmaya devam ediyor ve diğer taraftaki insanlar beni duyamıyor.Başlangıçta rekabetçi fiyatlandırıldığı için birkaç yıldır kimlik ile birlikte olmuştur, ancak son orta sözleşme zammından sonra buna değmez, başka bir sağlayıcıya taşınmanın zamanı geldi.Ücretsiz AB dolaşımı nedeniyle üç yıldız.",1
"Mobilde sınırlı bir yeteneğim olduğu için, sadece ailenin yalnız yaşadığım ve yaşlandığımda bir tane olması gerektiğini söylediği gibi satın aldığımı söyleyecek çok az şey var",1
"PC World Derby'de hizmet çok iyi ve yararlı oldu.Benim büyük şikayetim, evimde resepsiyonun eskisinden daha iyi olmadığıdır.Olacağını umuyordum.",1
"Özellikle iç mekanlarda çok değişken mobil kapsam, bazen sinyal tamamen düşer ve eksik çağrılara neden olur.Bu önceki tedarikçi Virgin Mobile ile olmadı.",1
İhtiyacım olduğunda sizinle iletişim kurmak imkansız.Avrupa'da dolaşım konusunda açıklamaya ihtiyacım vardı.Brexit'ten sonra işler değişip değişmeyeceği veya değişip değişmeyeceği net değil.,1
"ID'nin otomatik çağrılarını sevmedim, sınırsız aramalarım ve metinlerim olduğunda parayı hesaba katmam gerektiğini söyledi",1
"Yaklaşık bir buçuk yıl için iyiydi ama sözleşmemin son 6 ayında ne denediğimi denemem, bu yüzden iletişim ve telefonu değiştirmek gerçekten zordu çünkü her uygulamayı görmeye devam ettim,Eski numaranıza doğru doğrulama kodu ama ben herhangi bir metin alamadım !!Fiyat diğer sözleşmelere kıyasla iyi ama tavsiye edip etmediğimden emin değilim",1
Bu ülkedeki genel kapsam çoğu yerde en iyi fakirdir.,1
Önceki sağlayıcıdan düzgün aktarım.Bir arkadaşa yönelik hediye.Kapsam iyi ve istikrarlı görünüyor.İngiliz sularında bir yolculuktayken telefonumu kullanmak için ekstra bir ücret alındığım için mutsuz.Henüz hediye almış gibi görünmüyor.,1
Kimlik hizmetinden memnunum.Curry'nin dükkanında biraz sorun yaşadım. Yeni bir telefon aldığımda eski telefonumdan aşağı yük alıyordu.Ekstra 20 £ ödemek zorunda kaldım.Satış adamı bana sattığında attığım şey bu değil! Sigorta ve diğer suçlamalarla!,1
"Cep telefonundaki sinyal kalitesi konuşmalarda parçalanmaya devam ediyor, ayrıca konuşma gecikiyor. Çeşitli alanlarda aradım ve kalite tutarlı değil.",1
Genellikle tamam ama yine de para iade kuponu almadım,1
İşler oraya devam ederken işler kötü gittiğinde korkunçlar,1
Para için iyi bir değer.Avrupa'da kullanmak ve rollover çok kullanışlıdır.Büyük bir sorun 0800 numaralarını arayamamaktır.Kimlik Mobile için savunmasız yardım hattını bile çalamıyorum.,1
"Bazen yaşadığım yerde resepsiyon çok yavaş, bunun hava veya alandan kaynaklanıp güçlü bir sinyali değil, genel olarak kötü değil",1
"Ne yazık ki ev adresimizde, 3 sinyal çok zayıf, yani 2MB aşağı 0,5 yukarı. Seyahat ettiğimizde 50+ MB hızları gördük. 3 ile ilk başladığımızda performans tamamdı, ancak yıllar boyunca düştü.",1
Aylık oranları beğendim ve benim için bir gizem olan telefonlar hakkında bilgi alacaktım.,1
"Fiyat için 5 yıldız ve net, kullanımı kolay çevrimiçi hesap. 1 İnternet hızı için yıldız.İngiltere'de her yöne seyahat ettim ve her zaman 1 MB/s'nin üzerinde internet hızını elde etmek için mücadele ettim.N Coventry'de, 1.2 MB/s alamıyorum, bu yüzden çevrimiçi bir şey kontrol etmeniz gerekiyorsa, telefon WiFi'ye bağlandığında evde yapacağım.İnternet, whatsup sohbetleri alırken, ancak yükleme veya video yok.",1
Çoğu tedarikçi ile aynı değirmen koşusu,1
İkametimdeki sinyalin beklediğim gibi olmadığını söylemekten korkuyorum. Çok aralıklı,1
"Henüz ne zaman, ne ve nasıl kaydedildiğim için herhangi bir iletişim almadım.",1
"Yaşadığım yerde çok iyi bir sinyal almıyorum Bazen mesajlar gitmiyor, bu yüzden birlikte olduğum diğer şirketlerle tekrar başlamak zorunda",1
3 kapsama ile hayal kırıklığına uğradım.5G telefonum yok ve önceki sağlayıcımla karşılaştırıldığında (EE kullanan PlusNet) kıyasla hizmetin düşmesine hazırlanmadım.İngiltere'de.,1
"Pixel 7 için çok ucuz bir anlaşma, ancak özellikle Londra'nın merkezinde aralıklı ağ kapsamı sorunlarım var, ancak ülke çapında başka bir yerde de oluyor.",1
Bana göre net iş biraz yavaş görünüyor ve Galler'de olduğumda çok yavaş ve bazen sıraya giremiyorum,1
Bazen bir sinyal almak için mücadele ettim.,1
"Birkaç ay önce onur X 8 aldım, ama maalesef şimdi telefonu sipariş ettiğimden çok daha fazla alıyorsunuz.Ve sipariş ettiğim 2. telefon onur x 8 a oldu.Ayrıca burada, benden kabul edilenden daha fazla aylık alıyorsunuz. Onur X8 iyi bir telefon, ancak 8'e kıyasla onur X8A istediğim gibi değil.",1
"Neden insanların çok farkında olduğunuz bir metin numarası kullanarak bizi yırtmasına izin veriyorsunuz, her ay aynı 4,50 £ ve bu sadece ben, orada binlerce kişi benden çok daha fazla ücret alıyor.Görüyorsanız, sadece ödeme yapmayın, bilgisayarlarınızı ayarlamak o kadar zor olamaz !!!!!!",1
Ben dışarıdayken ve sinyal gücü bazı yerlerde harika ve diğerlerinde korkunç.Evde korkunç olsa da ama en azından wifi arama yapabilirim ki,1
1. SIM kart sorunum olduğunda telefonla iletişim kurmak çok zor.Çözmek için çeşitli telefon görüşmeleri aldı.Bu yüzden ben mesaj atmıyorum ”ama suçlanıyorum.,1
"Bölgemdeki veri indirme hızı çok öngörülemez, genellikle çok yavaş.Kapsama istatistiklerinde iyi olacağı tahmin edilmesine rağmen.",1
"İnanılmaz fiyatlar, ilk kaydolurken bazı sorunlar ve bellekle sorunlu olabilecek web sitesi sohbetlerinin aksine e -posta desteği sunmuyorlar.",1
"Transfer verimliydi, ancak sonraki sorgu bir telefon şirketi için Fonestrange tarafından yapılamadı Amazon kuponlarımızı da almadık",1
"Sinyal harika değil, EE'de oTop'u bankamdan alamadığında% 100 vardı",1
Grup metinlerini nasıl gönderirim lütfen? Denediğimde başarısız olur,1
Kapsam zaman zaman çok sınırlıdır ve fiyat aldığınız şey için ucuz değildir.,1
"Genellikle çok mutlu, ancak arayan telefonumun çaldığını duyabileceğini söylese de bazen çağrılar gelmiyor.Benim sonumu çalamıyor.Ayrıca, giden çağrılar yaparken, çağrısını söylüyor ancak bağlanamıyor.Bu, bir sinyalin olduğu bir alanda olduğum gerçeğine rağmen ve biraz daha sonra denersem çağrı geçebilir.Bunun bir ağ sorunu olduğunu düşünüyorum.Alınan ve aksamadan gönderilen tüm metinler.",1
"İngiltere kullanıcıları için harika, ancak açıkçası İngiltere dışındaki insanları oymak için tasarlandı.AB'de dolaşmakta özgürsünüz, ancak diğer ülkeler doğru bir uyarı elde edemezsiniz, sadece serbest bir bölgede olup olmadığınızı kontrol etmenizi söyleyen hızlı bir MSG, ancak hemen 5 ile 15 £ arasında yakılırsanız, i, iİsviçre'ye indiğimde biliyorum….Ayrıca herkesle iletişime geçmek çok zor, sizi “topluluğa” yönlendiriyorlar",1
Fiyatlandırma yüksek bir yoldur,1
Arkadaş ve aile olarak eşim için sözleşme yapmaya çalıştı.Bunu anlamak imkansız buldum.Sonunda kendi adımda yeni bir müşteri olarak SIM kart başvurusunda bulundu.,1
"Sinyal düşmeye devam eder, metinler her zaman gönderilmez, aksi takdirde tamam, iyi değer",1
Yeni anlaşmayı seviyorum ama keşke önceki sözleşmemin sona erdiğinde anlaşmalara bakmaya teşvik edilsem - elbette kaçırmadıkça!,1
"Geçen gün Sim Deal için kaydoldu.Siparişi tamamlarken, orijinal numaramı tutmak istediğimi doğruladım, böylece PAC ayrıntıları verdi.Tüm yanıtları, çeşitli şeyler görebilmem için web sitelerine gitmeyi tavsiye ediyor.Orijinal numaramı kullanarak oturum açmaya çalıştı, başarılı yok.Sonunda farklı bir sayı gönderildi (neden yeni SIM'imi alacağımı kaydettiğine inanmaya yönlendirildiğim için neden hiçbir fikrim yok ve kararlaştırılan tarihe yüklediğimde işe yarayacaktı).Onlarla insanın temas kurması için her yolu denedim, unutun.Onların 'canlı' sohbeti, eğer söylediğiniz şeyi sevmezse sizi çevrelerde gönderir.İnanmaya yönlendirdiğim şeyin gerçekleşmesi gerektiğine, aslında Will'e yanıt olarak! Kimlik yanıtına yanıt olarak - hala sorguma cevap vermediğine - SIM'im otomatik olarak orijinal numarama geçecek, P.O.Bunun gerçekleşmesi için bir şeyler yapacağım?",1
"Şimdiye kadar, her şey harikaydı ve özellikle İrlanda'ya geldiğimde bana suçlamalar vb.Ancak, son birkaç hafta boyunca kısa mesajlarımın çoğunun gelmesi birkaç saatten güne kadar sürdü, bu da biraz rahatsızlık ve karışıklık anlamına geliyordu.Akıllı telefonum olmadığı için, belki de daha pahalı bir telefon almamı veya kiralamamı sağlamak için bir ploy? !!!",1
Çok fazla mesaj var….Mesajın içeriği yok sunucudan indirilemez,1
"Bir Curries kuponunun vaadine kimliğe taşınmaya teşvik edildikten sonra, bana hiçbirinin bana gönderilmediğinden çok hayal kırıklığına uğradım.Id Mobile'a kendi web siteleri aracılığıyla katıldım.",1
Sana ulaşmak mümkün değil.Derby'de olduğu gibi fiziksel olarak nerede bulunduğunuz bilinmiyor,1
"Wi-Fi'den gelen verilere geçerken, bazı coğrafi alanlarda bağlantı ya yavaş ya da hiç değildir.",1
"Curry'de sadece 4G teklif edildi, 5G web sitesinde ilan edildiğinde. 2 saat sonra değiştirilmesi gereken SIM kartın tamamlanmaması gereken işlemi tamamlamayacak, bu anahtarın elde edilmesi için Curry'lere geri dönmek zorunda kaldı.",1
"Benim için ilgilenmediğim çok fazla reklam var, onları silmeye devam ediyorlar ama gelmeye devam ediyorlar.",1
Bazen insanlar ağ sorunları nedeniyle telefonuma geçmekte zorluk çekiyorlar veya beni duyamıyorlar.Arka planda çok rahatsız edici sesler,1
Çok değer ama kapsam hayal kırıklığı yaratıyor,1
Ağınız süper ve sözleşmemi güncellemek isteyene kadar her şey yolundaydı.Herhangi bir hizmet alabilir miyim - hayır.Seçenekleri açıklamak için bir kişiyle konuşmasını sağlayabilir miyim - hayır.Bir sözleşmeyi nasıl değiştirebilirim ve cep telefonu numaramı koruyabilirim - fikir yok. Beni çözmek için Currys'e gittim.Onlar 5 puan verirdim.Keşke bu yardımı vermiş olsaydınız!,1
Avrupa'da verilerin kullanımıyla ilgili iletişim net değil !!Ayrıca yeni ve eski müşteriler arasında fark var.,1
"Bazen sinyal ve bağlantı komik gidiyor ve müşteri hizmetleri yok, ama genel olarak iyi.",1
Benim kışkırtılmamda konuşacak gerçek bir insanın olmaması,1
"5G her yerde mevcut değildir.Zayıf sinyal, Suffolk'ta özellikle Felixstowe, Northamptonshire (Northampton, Old, Brixworth, Duston) ve Birmingham'da fakir olan Cvry yoksul anlamına gelir.Londra'da çok daha iyi olmasını bekliyordum ama diğer alanlardan çok daha iyi değil.Duston'da iyi olması gerekiyordu, ancak Suffolk'ta olduğu gibi hala 4G'ye düşüyor;kötü performans ile sonuçlanır.5G sinyali mevcut olsa bile aynı şey geçerlidir.Kimlik bankacılık yapmaya çalışmak için çok kötü.IP adresi değişiklikleri ve bankacılık sistemleri sizi dışarı atan sinyal değiştirilmiş direkler;Bazılarının hacklediğini varsayar.",1
"Eski müşteriler için büyük sorun.Yükseltmeler veya sorunlar hakkında kimseyle konuşamıyorum. Bu basına basmaya basın ve birine yerleştirileceğinizi düşünüyorsunuz, ancak sadece çevrimiçi olmanız söylenmiyor ama bizim için mümkün.Cevap yok.",1
"ABD ve Kanada'dan gelen arama ve mesajlar için ücret almak berbat.Önceden bilseydim, sağlayıcıyı değiştirirdim.Postscript: Aşağıdaki kimliğe göre cevap kendi açıklayıcı.Online kimliğe danışmadım .. Hatam. Ancak, diğer kullanıcıları bu ücretlerin yerinde ve bence aşırı olduğunu bilmeliyim.Transatlantik seyahat için başka bir yerde daha iyi dolaşım değeri elde edilebilir.",1
Her zaman çevrimiçi bir kişiyle asla temasa geçemez,1
Tarayıcımı evimden uzaklaştıramıyor,1
"Ucuz mobil hizmet ve kurulum için vuramıyorum, başlama kolaylığı vb. Ama V V Londra ve Güney Doğu'da zayıf resepsiyon.Keşke kapsama haritasını kontrol etseydim - genellikle 4G veya hiçbir şey almayın, çağrılar sadece evde çok özel bir noktada oturduğunda çalışır.Ve ABD'de dolaşım sooooo kötüdür (oradayken veri satın almak için kullanılabilir eklentiler olmadan), bazen saatler sonra mesaj alın, bazen aynı kısa mesaj saatte, her saat 48 saat boyunca gelir.Avrupa çok daha iyi değil - son zamanlarda Tenerife'deydim ve ağ bulunduğum yerde çalışamıyordu - kasabanın bazı bölgelerinde doğru zamanda olurdu, 500m yolda hareket edecek ve saat dilimi ve benimSaat bir saat ileriye atlayacaktı. Kendimi sözleşmeden satın almayı düşündüm, ancak şu anda bir süre daha uzun sürüyor, ancak sözleşmem yükseldiğinde kesinlikle değişecek - kapsama ihtiyacım değil.",1
"Bazen bir sinyal alamıyorum, bu yüzden mobil veriler işe yaramıyor.Telefon yurtdışında çalışmıyor.",1
IDMobile’ın performansıyla ilgili ayrıntılı değerlendirmemi doğrudan hizmet sağlayıcıya gönderdim.,1
"Genellikle belirli bölgelerde hiçbir sinyal olmadığını, yani Cornwall, ayrıca mesajların bize ulaşmak için zaman aldığını görüyoruz",1
"Onlarla birlikte birkaç ay vardı (sadece sınırsız veri, sadece SIM).İnternet hızı: Web sayfalarını yükleme, video izlemek kesin bir hareketsizdir, 100-150kbps'de bu veri para kaybıdır.Fiyat: Hizmetler sundukları şeyle eşleşirse mükemmel.Müşteri Hizmetleri: Oldukça iyi, standart kuyruklar, ajan samimi ve çoğunlukla yararlı (akut sorun hakkında bilgi verebildi, çok daha geniş durum değil).Sağlayıcı değiştirme süreci: Sorun yok, hepsi pürüzsüz.Sonuç: Kimlik iyi.Her zaman yavaş/bağlantıyı kesen veriler için plan satın aldım, ancak ajan ağlarında çalıştıklarını ve belki de işlerin değişeceğini söyledi.Kapsamın kendisi iyi, sadece dağlık bölgelerde veya hiçbir yerin ortasında sinyal kaybediyorum.",1
Bir süredir tüketici oldum ve hizmetten memnun oldum.Ne yazık ki son zamanlarda bana ağ bağlantım olmadığını söylediği için telefonda ve mesajlaşma konusunda sorun yaşıyorum.Bu hafta iki kez acil temasa ihtiyacım olduğunda oldu.Umarım bu büyüyen bir sorun değildir.,1
"Eski telefonum dolu, bu yüzden yeni bir telefon almak zorunda kaldım ve en ucuz Tarrif çok daha yüksekti, sonra fiyat uzun zaman sonra yükseldi.Hizmet daha iyi değil.Temelde yırtılmak ve hayal kırıklığına uğramaktan başka seçeneğim yoktu .... peki bu telefon paketlendiğinde ne yapacağım ..... başka bir yerde deneyin!",1
Fiyatı beğendim.Ama bir neden için mesaj atamadığımda rahatsız ol.,1
İd mobile oldukça iyi ama 3'teki piggy sırtları ve ee'ninkine yakın değil,1
Son zamanlarda Kielder ve İskoç sınırları etrafında biraz zaman geçirdik.Resepsiyon korkunçtu!,1
"Üç yıldızın ana nedeni, evimdeki sınırlı kapsamdan kaynaklanıyor.",1
"Sim'i satın almak kolay, ancak numaramı aktarmak ve etkinleştirmek için tam bir karmaşa.3 gün süreceğini söylediklerinde bir hafta boyunca hizmetsiz gittim.4G, hücre hizmeti düşürmeye devam etti ve mesaj almayı reddetti.",1
"Sadece bir barda çok iyi bir sinyal değil ve şehir merkezinde yaşıyor, aksi halde tamam",1
Soruyu anlamıyorum.Sana ödeme yapıyorum ve ağını kullanmama izin veriyorsun.Başka ne söyleyebilirim.,1
"Genel olarak hizmetten oldukça memnunum, ancak sık sık bir mobil arama yapmaktan kilitlenirim.Ekranın alt tarafında 'Yalnızca Acil Durum Çağrıları' sinyali görünür.",1
"Cep telefonumu çok fazla kullanmıyorum, bu kadar basit bir şekilde sadece tarife olarak değişti.Sorunun benimle olduğunu düşündüm, eşimin telefonunu kullandım, o2 ile birlikte ve her seferinde çalıştı.",1
Penzance bölgesindeki zayıf resepsiyon kalacağımdan emin değilim,1
